華語詞,序號,客語漢字,客語拼音,標籤,備註
拘禁,0,拘禁,gi24 gim55,,
招商,0,招集店頭,zeu24 xib5 diam55 teu11,,
招標,0,招標,zeu24 beu24,,
拜會,0,拜訪,bai55 fong31,,
拜登,0,拜登,bai55 den24,,
拯救,0,拯救,ziin31 giu55,,
拿下,0,拿下,na24 ha24,,
拿下,1,拿下來,na24 ha24 loi11,,
拿下,2,拿著,na24 do31,,
持刀,0,擎刀仔,kia11 do24 e31,,
持平,0,無變,mo11 bien55,,
指引,0,指引,zii31 in24,,
指控,0,指控,zii31 kung31,,
指控,1,指控,zii31 kung55,,
指揮所,0,指揮所,zii31 fi24 so31,,
指派,0,指派,zii31 pai55,,
指稱,0,講,gong31,,
挑戰賽,0,挑戰賽,tiau24 zan55 soi55,,
挑釁,0,挑挑惹事,tiau24 tiau24 ngia24 sii55,,
挑釁,1,挑釁,tiau24 hin55,,
挪威,0,挪威,no11 vi24,,
挺進,0,行進前,hang11 jin55 qien11,,
捍衛,0,捍衛,hon55 vi31,,
捍衛,1,捍衛,hon55 vi55,,
捐出,0,捐出,gien24 cud2,,
捐助,0,捐助,gien24 cu55,,
捐贈,0,捐,gien24,,
捐贈,1,捐,gien31,,
捐贈,2,捐送,gien24 sung55,,
捐贈,3,捐送,gien31 sung55,,
捕手,0,捕手,pu55 su31,,
捲入,0,捲入,gien31 ngib5,,
捷克,0,捷克,qiab5 kied2,,
掃描,0,掃描,so55 meu11,,
授信,0,授信,su55 xin55,,
授課,0,上課,song55 ko55,,
授課,1,授課,su55 ko55,,
授課,2,講課,gong31 ko55,,
掉落,0,掉落,tiau55 log5,,
掉落,1,跌落,died2 log5,,
掌控,0,掌控,zong31 kung55,,
掌控,1,掌管,zong31 gon31,,
排擠,0,排斥,pai11 ciid2,,
排擠,1,排擠,pai11 ji24,,
排放,0,放,biong55,,
排放,1,排,pai11,,
排放,2,排出,pai11 cud2,,
排放,3,排放,pai11 fong55,,
排水,0,排水,pai11 sui31,,
掛牌,0,掛牌,gua55 pai11,,
採收,0,採收,cai31 su24,,
採樣,0,採樣,cai31 iong55,,
採檢,0,採檢,cai31 giam31,,
採檢站,0,採檢站,cai31 giam31 zam55,,
採買,0,購買,gieu55 mai24,,
探病,0,探病,tam31 piang55,,
探視,0,探望,tam31 mong55,,
探視,1,探視,tam31 sii55,,
接力,0,接力,jiab2 lid5,,
接單,0,接訂單,jiab2 tin55 dan24,,
接壤,0,合界,gab2 gie55,,
接種,0,注預防射,zu55 i55 fong11 sa55,,
接種,1,接種,jiab2 zung55,,
接種率,0,接種率,jiab2 zung55 lid5,,
接種站,0,接種站,jiab2 zung55 zam55,,
接管,0,接來管理,jiab2 loi11 gon31 li24,,
接管,1,接管,jiab2 gon31,,
接續,0,連續,lien11 sa55,,
接軌,0,接軌,jiab2 gui31,,
接軌,1,銜接,ham11 jiab2,,
接送,0,接送,jiab2 sung55,,
接連,0,連峨接棟,lien11 xiug5,,
接連,1,連連續續,lien11 lien11 sa55 sa55,,
接連,2,連等,lien11 den31,,
接連,3,連續,lien11 sa55,,
接連,4,連續,lien11 xiug5,,
接連,5,續等,sa55 den31,,
接駁,0,換車載運,von55 ca24 zai55 iun55,,
控管,0,控管,kung55 gon31,,
控股,0,控股,kung31 gu31,,
控股,1,控股,kung55 gu31,,
推估,0,推估,tui24 gu24,,
推文,0,推文,tui24 vun11,,
推案,0,推案,tui24 on55,,
推特,0,推特,tui24 tid5,,
推翻,0,推翻,tui24 fan24,,
推進,0,促進,cug2 jin55,,
推進,1,推行,tui24 hang11,,
推進,2,推動,tui24 tung55,,
推進,3,推進,tui24 jin55,,
提交,0,送交,sung55 gau24,,
提名,0,提名,ti11 miang11,,
提告,0,提起告訴,ti11 hi31 go55 su55,,
提問,0,提問,ti11 mun55,,
提報,0,提報,ti11 bo55,,
提振,0,提振,ti11 ziin31,,
揚言,0,講大話,gong31 tai55 fa55,,
換算,0,換算,von55 son55,,
握有,0,手項有,su31 hong55 iu24,,
揭幕,0,揭幕,gied2 mog2,,
揭幕,1,揭幕,gied2 mug2,,
揭牌,0,新開業,xin24 koi24 ngiab5,,
揮軍,0,指揮軍隊,zii31 fi24 giun24 cui55,,
援引,0,引用,in24 iung55,,
援引,1,引用,in31 iung55,,
損傷,0,損傷,sun31 song24,,
損壞,0,破壞,po55 fai55,,
搜救,0,搜救,seu24 giu55,,
搬遷,0,搬遷,ban24 qien24,,
搭建,0,起,hi31,,
搭建,1,搭建,dab2 gien55,,
搭機,0,坐飛行機,co24 bi24 hang11 gi24,,
搭機,1,坐飛行機,co24 fi24 hang11 gi24,,
搭檔,0,共下,kiung55 ha55,,
搭檔,1,配合,pi55 hab5,,
搭車,0,坐車,co24 ca24,,
搭載,0,搭載,dab2 zai55,,
搭載,1,載,zai55,,
搶下,0,搶下,qiong31 ha24,,
搶修,0,搶修,qiong31 xiu24,,
搶修,1,遽遽修整,giag2 giag2 xiu24 zang31,,
搶購,0,搶等買,qiong31 den24 mai24,,
摘下,0,摘下,zag2 ha24,,
摘要,0,重點,cung55 diam31,,
摘要,1,摘要,zag2 ieu55,,
摧毀,0,摧毀,cui24 fi31,,
摩爾多瓦,0,摩爾多瓦,mo11 ngi24 do24 nga31,,
撞上,0,撞上,cong55 song24,,
撞擊,0,撞著,cong55 do31,,
撞擊,1,撞擊,cong55 gid2,,
撤僑,0,撤退華僑,cad5 tui55 fa11 kieu11,,
撤僑,1,撤僑,cad5 kieu11,,
撤出,0,撤出,cad5 cud2,,
撤軍,0,撤軍,cad5 giun24,,
撤離,0,撤忒,cad5 ted2,,
撤離,1,撤走,cad5 zeu31,,
撤離,2,撤退,cad5 tui55,,
撤離,3,撤開,cad5 koi24,,
撥打,0,撥打,bad2 da31,,
撥款,0,撥款,bad2 kuan31,,
撰文,0,寫文章,xia31 vun11 zong24,,
撲滅,0,撲滅,pug2 mied5,,
擅自,0,自家決定,qid2 ga24 gied2 tin55,,
擊中,0,打著,da31 do31,,
擊落,0,𢫦下來,mag5 ha24 loi11,,
擔憂,0,愁,seu11,,
擔憂,1,愁慮,seu11 li55,,
擔憂,2,煩勞,fan11 lo11,,
擔憂,3,操煩,cau24 fan11,,
據瞭解,0,根據瞭解,gin24 gi31 liau31 gie31,,
據稱,0,根據消息講,gin24 gi31 seu24 xid2 gong31,,
擴及,0,擴及,kog2 kib5,,
擴及,1,擴展到,kog2 zan31 do55,,
擴增,0,增加,zen24 ga24,,
擴建,0,擴建,kog2 gien55,,
擴產,0,擴產,kog2 san31,,
擾亂,0,敗壞,pai55 fai55,,
攀升,0,提高,ti11 go24,,
攀升,1,緊來緊多,gin31 loi11 gin31 do24,,
攀高,0,蹶上,kied2 song24,,
攔截,0,攔截,lan11 jied2,,
攜手,0,共下,kiung55 ha55,,
攜手,1,扛等來,gong24 den31 loi11,,
攜手,2,帶等來,dai55 den31 loi11,,
攜手,3,牽手牽腳,kien24 su31 kien24 giog2,,
攜手,4,聯合,lien11 hab5,,
攝氏,0,攝氏,ngiab2 sii55,,
攤位,0,攤位,tan24 vi55,,
攤商,0,攤商,tan24 song24,,
支應,0,供應,giung24 in55,,
支應,1,應付,in55 fu55,,
支持度,0,支持度,zii24 cii11 tu55,,
支持率,0,支持率,zii24 cii11 lid5,,
支持者,0,支持者,zii24 cii11 za31,,
收下,0,收起來,su24 hi31 loi11,,
收取,0,收,su24,,
收受,0,接受,jiab2 su55,,
收回,0,收轉,su24 zon31,,
收容,0,收容,su24 iung11,,
收復,0,收復,su24 fug5,,
收斂,0,收斂,su24 liam55,,
收治,0,收,su24,,
收益,0,收益,su24 id2,,
收盤,0,收盤,su24 pan11,,
收盤價,0,收盤價,su24 pan11 ga55,,
收購,0,收購,su24 gieu55,,
收養,0,收養,su24 iong24,,
收黑,0,收黑,su24 vu24,,
攸關,0,相關連,xiong24 guan24 lien11,,
改判,0,改判,goi31 pan55,,
改制,0,改制,goi31 zii55,,
改名,0,改名,goi31 miang11,,
改寫,0,改寫,goi31 xia31,,
改建,0,改建,goi31 gien55,,
改採,0,改採,goi31 cai31,,
改用,0,改用,goi31 iung55,,
改編,0,改編,goi31 bien24,,
改選,0,改選,goi31 xien31,,
攻佔,0,攻打占領,gung24 da31 zam55 liang24,,
放映,0,放映,biong55 iang31,,
放緩,0,放較慢兜仔,biong55 ka55 man55 deu24 e31,,
放緩,1,放緩,biong55 fon55,,
放行,0,放行,biong55 hang11,,
放送,0,放送,biong55 sung55,,
放送,1,放送,fong55 sung55,,
政協,0,政協,ziin55 hiab5,,
政壇,0,政壇,ziin55 tan11,,
政要,0,政要,ziin55 ieu55,,
政見,0,政見,ziin55 gien55,,
政變,0,政變,ziin55 bien55,,
政院,0,行政院,hang11 ziin55 ien55,,
效期,0,效期,hau31 ki11,,
救出,0,救出,giu55 cud2,,
救助,0,救助,giu55 cu55,,
救援,0,救,giu55,,
救援,1,救助,giu55 cu55,,
救援,2,救援,giu55 ien11,,
救治,0,救治,giu55 cii55,,
救災,0,救災,giu55 zai24,,
救護,0,救護,giu55 fu55,,
救難,0,救難,giu55 nan55,,
敗訴,0,敗訴,pai55 su55,,
教宗,0,羅馬教會个主教,lo11 ma24 gau55 fi55 ge55 zu31 gau55,,
教職,0,教員職務,gau55 ien11 ziid2 vu55,,
教育部長,0,教育部長,gau55 iug2 pu55 zong31,,
教頭,0,教練,gau55 lien55,,
散佈,0,散布,san55 bu55,,
散播,0,散播,san55 bo24,,
散播,1,散播,san55 bo55,,
散裝,0,散裝,san55 zong24,,
敦促,0,督促,dug2 cug2,,
敲出,0,敲出,kau55 cud2,,
敲定,0,確定,kog2 tin55,,
整修,0,修整,xiu24 zang31,,
整備,0,準備,zun31 pi55,,
整備,1,整備,ziin31 pi55,,
整建,0,整建,zang31 gien55,,
整數,0,整數,ziin31 su55,,
整治,0,整治,zang31 cii55,,
整治,1,整治,ziin31 cii55,,
敵對,0,敵對,tid5 dui55,,
數個,0,幾下個,gi31 ha24 ge55,,
數十年,0,幾下十年,gi31 ha24 siib5 ngien11,,
數千,0,幾下千,gi31 ha24 qien24,,
數名,0,幾下儕,gi31 ha24 sa11,,
數天,0,幾下日,gi31 ha24 ngid2,,
數年,0,幾下年,gi31 ha24 ngien11,,
數度,0,幾下擺,gi31 ha24 bai31,,
數週,0,幾下禮拜,gi31 ha24 li24 bai55,,
文創,0,文化創意,vun11 fa55 cong31 i55,,
文化局,0,文化局,vun11 fa55 kiug5,,
文化部,0,文化部,vun11 fa55 pu55,,
文資,0,文化資產,vun11 fa55 zii24 san31,,
文資,1,文資,vun11 zii24,,
斡旋,0,斡旋,vad2 hien11,,
斡旋,1,調解,tiau11 gie31,,
斥資,0,出錢,cud2 qien11,,
斯洛伐克,0,斯洛伐克,sii24 log5 fad5 kied2,,
斯里蘭卡,0,斯里蘭卡,sii11 li24 lan11 ka31,,
斯里蘭卡,1,斯里蘭卡,sii24 li24 lan11 ka31,,
新任,0,新任,xin24 im55,,
新光金,0,新光金控,xin24 gong24 gim24 kung55,,
新冠,0,新冠,xin24 gon24,,
新冠,1,新冠,xin24 gon55,,
新制,0,新制,xin24 zii55,,
新制,1,新制度,xin24 zii55 tu55,,
新創,0,新創,xin24 cong31,,
新北市,0,新北市,xin24 bed2 sii55,,
新型,0,新型,xin24 hin11,,
新增,0,新加,xin24 ga24,,
新增,1,新增,xin24 zen24,,
新增,2,增加,zen55 ga24,,
新建,0,新建,xin24 gien55,,
新法,0,新法,xin24 fab2,,
新港,0,新港,xin24 gong31,,
新版,0,新版,xin24 ban31,,
新疆,0,新疆,xin24 giong24,,
新秀,0,新秀,xin24 xiu55,,
新聞網,0,新聞網,xin24 vun11 miong31,,
新聞臺,0,新聞臺,xin24 vun11 toi11,,
新設,0,新設立,xin24 sad2 lib5,,
新高,0,新高,xin24 go24,,
斷層,0,斷層,ton24 cen11,,
斷電,0,斷電,ton24 tien55,,
方艙,0,組合屋,zu24 hab5 vug2,,
施作,0,做,zo55,,
施加,0,施加,sii24 ga24,,
施壓,0,壓迫,ab2 bed2,,
施打,0,注,zu55,,
施打,1,注射,zu55 sa55,,
施打,2,施打,sii24 da31,,
旅外,0,旅外,li24 ngoi55,,
旅宿,0,旅舍,li24 sa55,,
旅居,0,歇在外地,hed5 coi24 ngoi55 ti55,,
旅居,1,歇在外地,hed5 di55 ngoi55 ti55,,
旅居,2,歇在外地,hed5 do55 ngoi55 ti55,,
旅美,0,旅居美國,li24 gi24 mi24 gued2,,
族人,0,族人,cug5 ngin11,,
族語,0,族語,cug5 ngi24,,
旗津,0,旗津,ki11 jin24,,
旗艦,0,旗艦,ki11 gam55,,
既定,0,既定,gi55 tin55,,
日報,0,日報,ngid2 bo55,,
日媒,0,日本媒體,ngid2 bun31 moi11 ti31,,
日式,0,日式,ngid2 siid2,,
日方,0,日本方面,ngid2 bun31 fong24 mien55,,
日月光,0,日月光,ngid2 ngied5 gong24,,
日治,0,日本統治,ngid2 bun31 tung31 cii55,,
日治,1,日治,ngid2 cii55,,
旨在,0,重點在,cung55 diam31 coi24,,
早安,0,恁會早,an31 voi55 zo31,,
早盤,0,早盤,zo31 pan11,,
旺季,0,旺季,vong55 gui55,,
昆山,0,昆山,kun24 san24,,
明定,0,明定,min11 tin55,,
明日,0,天光日,tien24 gong24 ngid2,,
易科,0,改罰,goi31 fad5,,
星國,0,新加坡,xin24 ga24 po24,,
星宇,0,星宇,sen24 i24,,
星宇,1,星宇,sen24 i31,,
春訓,0,春訓,cun24 hiun55,,
時任,0,時任,sii11 im55,,
時報,0,時報,sii11 bo55,,
時尚,0,時行,sii11 hang11,,
時數,0,時數,sii11 su55,,
時程,0,時程,sii11 cang11,,
時速,0,時速,sii11 sug2,,
時間點,0,時間點,sii11 gien24 diam31,,
時隔,0,時隔,sii11 gag2,,
時隔,1,過了,go55 le24,,
普世,0,全世界,qion11 sii55 gie55,,
普查,0,普查,pu24 ca11,,
普篩,0,普遍調查,pu24 pien55 tiau11 ca11,,
景點,0,景點,gin31 diam31,,
晴朗,0,天時當好,tien24 sii11 dong24 ho31,,
晶圓,0,晶圓,jin24 ien11,,
晶華,0,晶華,jin24 fa11,,
智利,0,智利,zii55 li55,,
智庫,0,智庫,zii55 ku55,,
智能,0,智能,zii55 nen11,,
暖化,0,暖化,non24 fa55,,
暢旺,0,興旺,hin24 vong55,,
暫不,0,暫時無愛,qiam55 sii11 mo11 oi55,,
暫緩,0,較慢兜仔,ka55 man55 deu24 e31,,
暫訂,0,暫訂,qiam55 dang24,,
暴增,0,大量增加,tai55 liong55 zen55 ga24,,
暴行,0,兇惡个行為,hiung24 og2 ge55 hang11 vi11,,
曙光,0,曙光,su31 gong24,,
曝險,0,曝露風險,pug2 lu55 fung24 hiam31,,
更改,0,改變,goi31 bien55,,
書寫,0,書寫,su24 xia31,,
書展,0,圖書展覽,tu11 su24 zan31 lam55,,
曼谷,0,曼谷,man55 gug2,,
曾銘宗,0,曾銘宗,zen24 men31 zung24,,
替代,0,取代,qi31 tai55,,
替代,1,替換,tai55 von55,,
替代,2,替換,ti55 von55,,
最高法院,0,最高法院,zui55 go24 fab2 ien55,,
會勘,0,共下勘察,kiung55 ha55 kam24 cad2,,
會勘,1,會勘,fi55 kam24,,
會同,0,會同,fi55 tung11,,
會報,0,會報,fi55 bo55,,
會晤,0,會晤,fi55 ngu55,,
會期,0,會期,fi55 ki11,,
會考,0,會考,fi55 kau31,,
會見,0,會見,fi55 gien55,,
會館,0,會館,fi55 gon31,,
月曆,0,月曆仔,ngiad5 lag5 e31,,
月線,0,一隻月平均價數,id2 zag2 ngied5 pin11 giun24 ga55 sii55,,
有助,0,有助,iu24 cu55,,
有害,0,有害,iu24 hoi55,,
有感,0,有感,iu24 gam31,,
有感,1,有感覺,iu24 gam31 gog2,,
有望,0,有望,iu24 mong55,,
有期徒刑,0,有期徒刑,iu24 ki11 tu11 hin11,,
有機,0,有機,iu24 gi24,,
有限公司,0,有限公司,iu24 han55 gung24 sii24,,
服刑,0,坐囹仔,co24 long24 e31,,
服刑,1,坐管仔,co24 gon31 e31,,
服役,0,做兵,zo55 bin24,,
朝向,0,面向,mien55 hiong55,,
朝向,1,朝向,ceu11 hiong55,,
朝野,0,朝野,ceu11 ia24,,
期中,0,期中,ki11 zung24,,
期盼,0,希望,hi24 mong55,,
期盼,1,望想,mong55 xiong31,,
期盼,2,期待,ki11 tai55,,
期盼,3,期盼,ki11 pan55,,
期盼,4,期望,ki11 mong55,,
期程,0,期程,ki11 cang11,,
期許,0,期望,ki11 mong55,,
期貨,0,期貨,ki11 fo55,,
木棒,0,木棍,mug2 gun55,,
未滿,0,吂滿,mang11 man24,,
未遂,0,無達成,mo11 tad5 siin11,,
本屆,0,本屆,bun31 gie55,,
本島,0,本島,bun31 do31,,
本次,0,這到,ia31 do55,,
本次,1,這到,lia31 do55,,
本次,2,這擺,ia31 bai31,,
本次,3,這擺,lia31 bai31,,
本部,0,本部,bun31 pu55,,
札波羅熱,0,札波羅熱,zab2 bo24 lo11 ngied5,,
朱家祥,0,朱家祥,zu24 ga24 xiong11,,
朱立倫,0,朱立倫,zu24 lib5 lun11,,
李克強,0,李克強,li31 kied2 kiong11,,
李家超,0,李家超,li31 ga24 ceu24,,
李永得,0,李永得,li31 iun31 ded2,,
杜特蒂,0,杜特蒂,tu55 tid5 di55,,
杜絕,0,杜絕,tu55 qied5,,
杭州,0,杭州,hong11 zu24,,
東側,0,東片,dung24 pien31,,
東元,0,東元,dung24 ngien11,,
東加,0,東加王國,dung24 ga24 vong11 gued2,,
東勢,0,東勢,dung24 sii55,,
東北,0,東北,dung24 bed2,,
東北風,0,東北風,dung24 bed2 fung24,,
東協,0,東南亞國家協會,dung24 nam11 a31 gued2 ga24 hiab5 fi55,,
東南,0,東南,dung24 nam11,,
東南部,0,東南部,dung24 nam11 pu55,,
東岸,0,東岸,dung24 ngan55,,
東引,0,東引,dung24 in31,,
東森,0,東森,dung24 sem24,,
東港,0,東港,dung24 gong31,,
東移,0,向東移,hiong55 dung24 i11,,
東航,0,東航,dung24 hong11,,
林佳龍,0,林佳龍,lim11 ga24 liung11,,
林右昌,0,林右昌,lim11 iu55 cong24,,
林姿妙,0,林姿妙,lim11 zii24 meu55,,
林昀儒,0,林昀儒,lim11 iun11 i11,,
林昶佐,0,林昶佐,lim11 cong31 zo31,,
林智堅,0,林智堅,lim11 zii55 gien24,,
林管處,0,林管處,lim11 gon31 cu55,,
林芳正,0,林芳正,lim11 fong24 ziin55,,
林鄭月娥,0,林鄭月娥,lim11 cang55 ngied5 ngo11,,
林靜儀,0,林靜儀,lim11 qin55 ngi11,,
果菜,0,果子青菜,go31 zii31 qiang24 coi55,,
果菜,1,果菜,go31 coi55,,
架次,0,架次,ga55 cii55,,
架設,0,架設,ga55 sad2,,
柏林,0,柏林,bag2 lim11,,
某種,0,某種,meu24 zung31,,
染疫,0,遰著病,ce55 do31 piang55,,
查出,0,查出,ca11 cud2,,
查封,0,查封,ca11 fung24,,
查扣,0,查扣,ca11 kieu55,,
查明,0,查明,ca11 min11,,
查明,1,查清楚,ca11 qin24 cu31,,
查核,0,查核,ca11 hed2,,
查看,0,查看,ca11 kon55,,
查緝,0,巡查捕捉,sun11 ca11 pu55 zog2,,
查處,0,調查處罰,tiau11 ca11 cu31 fad5,,
查證,0,查證,ca11 ziin55,,
柬埔寨,0,柬埔寨,gien31 pu24 cai55,,
柯建銘,0,柯建銘,ko24 gien55 men31,,
柯文哲,0,柯文哲,ko24 vun11 zad2,,
柯比,0,柯比.布萊恩,ko24 bi31 bu55 loi11 en24,,
柯瑞,0,柯瑞,ko24 sui55,,
柴油,0,柴油,cai11 iu11,,
柴油,1,柴油,ceu11 iu11,,
校慶,0,校慶,gau31 kin55,,
校系,0,學系,hog5 ne55,,
校舍,0,教室,gau55 siid2,,
校院,0,大專校院,tai55 zon24gau31 ien55,,
核保,0,保險審核,bo31 hiam31 siim31 hed2,,
核發,0,核發,hed2 fad2,,
核能,0,核能,hed2 nen11,,
核電,0,核電,hed2 tien55,,
栽種,0,種,zung55,,
桃機,0,桃園機場,to11 ien11 gi24 cong11,,
桃猿,0,桃猿,to11 ien11,,
桃猿隊,0,桃猿隊,to11 ien11 cui55,,
框架,0,框架,kiong24 ga55,,
案情,0,案情,on55 qin11,,
案發,0,案件發生,on55 kien55 fad2 sen24,,
案號,0,案號,on55 ho55,,
梅山,0,梅山,moi11 san24,,
梯次,0,梯次,toi24 cii55,,
棄置,0,擲到脣項,deb5 do55 sun11 hong55,,
楊梅,0,楊梅,iong11 moi11,,
楊金龍,0,楊金龍,iong11 gim24 liung11,,
楊鎮浯,0,楊鎮浯,iong11 ziin31 ng11,,
楠梓,0,楠梓區,nam11 zii31 ki24,,
極權,0,極權,kid5 kien11,,
極端,0,非常,fi24 song11,,
極端,1,當,dong24,,
極端,2,盡,qin55,,
概況,0,大概情況,tai55 koi31 qin11 kong31,,
概況,1,概況,koi31 kong31,,
榮耀,0,光彩,gong24 cai31,,
槍擊,0,銃殺,cung55 sad2,,
槍擊案,0,槍擊案,qiong24 gid2 on55,,
槍枝,0,槍枝,qiong24 gi24,,
槍炮,0,槍炮,qiong24 pau55,,
樂見,0,樂見,log5 gien55,,
樂見,1,歡喜看著,fon24 hi31 kon55 do31,,
樓層,0,樓層,leu11 cen11,,
標普,0,標準普爾,peu24 zun31 pu31 ngi24,,
標案,0,標案,beu24 on55,,
標案,1,標案,peu24 on55,,
標的,0,目標,mug2 peu24,,
標的,1,標的,peu24 did2,,
標章,0,標章,beu24 zong24,,
標章,1,標章,peu24 zong24,,
標籤,0,標籤,beu24 qiam24,,
標籤,1,標籤,peu24 qiam24,,
標語,0,標語,beu24 ngi24,,
標語,1,標語,peu24 ngi24,,
樞紐,0,樞紐,su24 neu31,,
樣貌,0,相貌,xiong55 mau55,,
橘色,0,柑仔色,gam24 e31 sed2,,
機具,0,機具,gi24 ki31,,
機動,0,機動,gi24 tung24,,
機動,1,機動,gi24 tung55,,
機型,0,機器型號,gi24 hi55 hin11 ho55,,
機師,0,機師,gi24 sii24,,
機票,0,機票,gi24 peu24,,
機票,1,機票,gi24 peu55,,
機要,0,機密重要个,gi24 med5 cung55 ieu55 ge55,,
機電,0,機械電器,gi24 hai31 tien55 hi55,,
檢修,0,檢查修整,giam31 ca11 xiu24 zang31,,
檢修,1,檢修,giam31 xiu24,,
檢出,0,檢出,giam31 cud2,,
檢出,1,檢驗出,giam31 ngiam55 cud2,,
檢定,0,檢定,giam31 tin55,,
檢察,0,檢察,giam31 cad2,,
檢察署,0,檢察署,giam31 cad2 su55,,
檢方,0,檢方,giam31 fong24,,
檢測,0,檢測,giam31 ced2,,
檢測,1,檢驗,giam31 ngiam55,,
檢疫,0,檢疫,giam31 id5,,
檢疫所,0,檢疫所,giam31 id5 so31,,
檢調,0,檢察調查,giam31 cad2 tiau11 ca11,,
檢調,1,檢調,giam31 tiau11,,
檢警,0,檢警,giam31 gin31,,
檢體,0,檢體,giam31 ti31,,
櫃檯,0,櫃檯,kui55 toi11,,
櫻花,0,櫻花,in24 fa24,,
權值股,0,權值股,kien11 ciid5 gu31,,
權責,0,權責,kien11 jid2,,
權重,0,權重,kien11 cung24,,
次之,0,其次,ki11 cii55,,
次日,0,間日,gam55 ngid2,,
次長,0,次長,cii55 zong31,,
款項,0,項目,hong55 mug2,,
款項,1,經費,gin24 fi55,,
歉意,0,歉意,kiam55 i55,,
歌迷,0,歌迷,go24 mi11,,
歐元,0,歐元,eu24 ngien11,,
歐江安,0,歐江安,eu24 gong24 on24,,
歐盟,0,歐盟,eu24 men11,,
正向,0,正面想法,ziin55 mien55 xiong31 fab2,,
正彩,0,正彩,ziin55 cai31,,
正彩,1,正彩,ziin55 coi31,,
此一,0,此一,cii31 id2,,
此一,1,這個,ia31 ge55,,
此次,0,這到,ia31 do55,,
此次,1,這擺,ia31 bai31,,
此類,0,這種,ia31 zung31,,
步伐,0,腳步,giog2 pu55,,
步槍,0,步槍,pu55 qiong24,,
步調,0,步調,pu55 tiau55,,
武漢,0,武漢,vu24 hon55,,
武陵,0,武陵,vu24 lin11,,
歷任,0,歷任,lid5 im55,,
歷來,0,歷來,lid5 loi11,,
歷來,1,頭擺到今,teu11 bai31 do55 gim24,,
歷年,0,逐年,dag2 ngien11,,
歸屬,0,落著,log5 cog5,,
死傷,0,死亡著傷,xi31 mong11 cog5 song24,,
死刑,0,死刑,xi31 hin11,,
死因,0,死因,xi31 in24,,
死因,1,死忒个原因,xi31 ted2 ge55 ngien11 in24,,
殉職,0,殉職,sun55 ziid2,,
殖利率,0,殖利率,ciid5 li55 lid5,,
殘留,0,殘留,can11 liu11,,
殘酷,0,殘酷,can11 kug5,,
毀損,0,破壞,po55 fai55,,
毆打,0,掄,lem24,,
毆打,1,毆打,eu31 da31,,
每一個,0,每一個,mi24 id2 ge55,,
每位,0,逐儕,dag2 sa11,,
每個,0,每個,mi24 ge55,,
每個,1,每隻,mi24 zag2,,
每個,2,逐個,dag2 ge55,,
每個,3,逐隻,dag2 zag2,,
每劑,0,逐劑,dag2 ji55,,
每名,0,逐儕,dag2 sa11,,
每噸,0,每噸,mi24 dun55,,
每坪,0,每坪,mi24 piang11,,
每坪,1,逐坪,dag2 piang11,,
每場,0,每場,mi24 cong11,,
每場,1,逐場,dag2 cong11,,
每戶,0,每戶,mi24 fu55,,
每戶,1,逐戶,dag2 fu55,,
每日,0,日日,ngid2 ngid2,,
每日,1,每日,mi24 ngid2,,
每日,2,逐日,dag2 ngid2,,
每桶,0,每桶,mi24 tung31,,
每桶,1,逐桶,dag2 tung31,,
每股,0,每股,mi24 gu31,,
每股,1,逐股,dag2 gu31,,
比分,0,比分,bi31 fun24,,
比對,0,比對,bi31 dui55,,
比數,0,比數,bi31 su55,,
毛利,0,毛利,mo24 li55,,
毛利率,0,毛利率,mo24 li55 lid5,,
毛額,0,毛額,mo24 ngiag2,,
民事,0,民事,min11 sii55,,
民代,0,民意代表,min11 i55 toi55 beu31,,
民宅,0,民宅,min11 ced5,,
民宿,0,民宿,min11 xiug2,,
民怨,0,人民个怨恨,min11 min11 ge55 ien55 hen55,,
民政,0,民政,min11 ziin55,,
民用,0,民用,min11 iung55,,
民航,0,民航,min11 hong11,,
民航,1,民營航空,min11 in11 hong11 kung24,,
民調,0,民意調查,min11 i55 tiau11 ca11,,
民進黨團,0,民進黨團,min11 jin55 dong31 ton11,,
民進黨籍,0,民進黨籍,min11 jin55 dong31 xid5,,
民選,0,民選,min11 xien31,,
氛圍,0,氛圍,fun55 vi11,,
水位,0,水位,sui31 vi55,,
水力,0,水力,sui31 lid5,,
水域,0,水域,sui31 ved2,,
水氣,0,水氣,sui31 hi55,,
水產,0,水產,sui31 san31,,
永續,0,永續,iun31 xiug5,,
永續,1,長久,cong11 giu31,,
永續,2,長遠,cong11 ien31,,
求償,0,要求補償,ieu24 kiu11 bu31 song31,,
求償,1,要求賠償,ieu24 kiu11 poi11 song31,,
求助,0,拜託人𢯭手,bai55 tog2 ngin11 ten55 su31,,
汐止,0,汐止,xid5 zii31,,
江蘇,0,江蘇,gong24 su24,,
污染物,0,污染物,vu24 ngiam55 vud5,,
污水,0,垃圾水,la31 sab2 sui31,,
污水,1,屙糟水,o24 zo24 sui31,,
汰換,0,換,von55,,
沉沒,0,沉沒,ciim11 mud5,,
沖繩,0,沖繩,cung24 siin11,,
沖繩縣,0,沖繩縣,cung24 siin11 ien55,,
河南,0,河南,ho11 nam11,,
治癒,0,治癒,cii55 i55,,
沿岸,0,沿岸,ien11 ngan55,,
沿線,0,透路,teu55 lu55,,
法制,0,法制,fab2 zii55,,
法定,0,法定,fab2 tin55,,
法治,0,法治,fab2 cii55,,
法醫,0,法醫,fab2 i24,,
