華語詞,序號,客語漢字,客語拼音,標籤,備註
吳鳳南路,0,吳鳳南路,ng55 fung33 nam55 lu33,,
和光街,0,和光街,fo55 gong53 gai53,,
和平一路,0,和平一路,fo55 pin55 rhid5 lu33,,
和睦路,0,和睦路,fo55 mug2 lu33,,
和緯路,0,和緯路,fo55 vui24 lu33,,
和興路,0,和興路,fo55 hin53 lu33,,
哈密街,0,哈密街,ha55 med2 gai53,,
員東路,0,員東路,rhan55 dung53 lu33,,
員林路,0,員林路,﻿rhan55 lim55 lu33,,
員水路,0,員水路,rhan55 shui24 lu33,,
嘉興街,0,嘉興街,ga53 hin53 gai53,,
嘉興路,0,嘉興路,ga53 hin53 lu33,,
國中路,0,國中路,gued5 zhung53 lu33,,
國安街,0,國安街,gued5 on53 gai53,,
國泰街,0,國泰街,gued5 tai11 gai53,,
圓環東路,0,圓環東路,rhan55 kuan55 dung53 lu33,,
坪頂路,0,坪頂路,piang55 dang24 lu33,,
埔頂路,0,埔頂路,bu53 dang24 lu33,,
壯濱路,0,壯濱路,zong11 bin53 lu33,,
大中二路,0,大中二路,tai33 zhung53 ngi33 lu33,,
大勇路,0,大勇路,tai33 rhung24 lu33,,
大南路,0,大南路,tai33 nam55 lu33,,
大墩路,0,大墩路,tai33 dun53 lu33,,
大富路,0,大富路,tai33 fu11 lu33,,
大庄路,0,大庄路,tai33 zong53 lu33,,
大德街,0,大德街,tai33 ded5 gai53,,
大忠街,0,大忠街,tai33 zhung53 gai53,,
大忠路,0,大忠路,tai33 zhung53 lu33,,
大成街,0,大成街,tai33 shin55 gai53,,
大昌一路,0,大昌一路,tai33 chong53 rhid5 lu33,,
大昌二路,0,大昌二路,tai33 chong53 ngi33 lu33,,
大昌路,0,大昌路,tai33 chong53 lu33,,
大明街,0,大明街,tai33 min55 gai53,,
大林路,0,大林路,tai33 lim55 lu33,,
大橋一街,0,大橋一街,tai33 kiau55 rhid5 gai53,,
大武街,0,大武街,tai33 vu24 gai53,,
大湖山莊街,0,大湖山莊街,tai33 fu55 san53 zong53 gai53,,
大溪路,0,大溪路,tai33 hai53 lu33,,
大漢街,0,大漢街,tai33 hon11 gai53,,
大理街,0,大理街,tai33 li53 gai53,,
大直街,0,大直街,tai33 chid2 gai53,,
大社路,0,大社路,tai33 sha33 lu33,,
大福街,0,大福街,tai33 fug5 gai53,,
大福路,0,大福路,tai33 fug5 lu33,,
大義街,0,大義街,tai33 ngi33 gai53,,
大義路,0,大義路,tai33 ngi33 lu33,,
大豐二路,0,大豐二路,tai33 fung53 ngi33 lu33,,
大進街,0,大進街,tai33 zin11 gai53,,
大雅路,0,大雅路,tai33 nga24 lu33,,
大順一路,0,大順一路,tai33 shun33 rhid5 lu33,,
大順三路,0,大順三路,tai33 shun33 sam53 lu33,,
大順二路,0,大順二路,tai33 shun33 ngi33 lu33,,
天母北路,0,天母北路,tien53 mu53 bed5 lu33,,
天母東路,0,天母東路,tien53 mu53 dung53 lu33,,
天母西路,0,天母西路,tien53 mu53 si53 lu33,,
天津街,0,天津街,tien53 zin53 gai53,,
天津路,0,天津路,tien53 zin53 lu33,,
天祥路,0,天祥路,tien53 siong55 lu33,,
太子路,0,太子路,tai11 zii24 lu33,,
女中路,0,女中路,ng24 zhung53 lu33,,
學士路,0,學士路,hog2 sii33 lu33,,
學田路,0,學田路,hog2 tien55 lu33,,
安一路,0,安一路,on53 rhid5 lu33,,
安和一街,0,安和一街,on53 fo55 rhid5 gai53,,
安和街,0,安和街,on53 fo55 gai53,,
安德街,0,安德街,on53 ded5 gai53,,
安忠路,0,安忠路,on53 zhung53 lu33,,
安慶街,0,安慶街,on53 kin11 gai53,,
安東街,0,安東街,on53 dung53 gai53,,
安泰街,0,安泰街,on53 tai11 gai53,,
安興路,0,安興路,on53 hin53 lu33,,
宜安路,0,宜安路,ngi55 on53 lu33,,
富強路,0,富強路,fu11 kiong55 lu33,,
富民路,0,富民路,fu11 min55 lu33,,
富貴街,0,富貴街,fu11 gui11 gai53,,
富農街,0,富農街,fu11 nung55 gai53,,
富農路,0,富農路,fu11 nung55 lu33,,
富錦街,0,富錦街,fu11 gim24 gai53,,
富陽街,0,富陽街,fu11 rhong55 gai53,,
實踐街,0,實踐街,shid2 cien33 gai53,,
寧夏路,0,寧夏路,nen55 ha33 lu33,,
寶慶街,0,寶慶街,bo24 kin11 gai53,,
寶興街,0,寶興街,bo24 hin53 gai53,,
寶興路,0,寶興路,bo24 hin53 lu33,,
尊賢街,0,尊賢街,zun53 hien55 gai53,,
小東路,0,小東路,siau24 dung53 lu33,,
尖山路,0,尖山路,ziam53 san53 lu33,,
山西路,0,山西路,san53 si53 lu33,,
岡山路,0,岡山路,gong53 san53 lu33,,
工學北路,0,工學北路,gung53 hog2 bed5 lu33,,
工學路,0,工學路,gung53 hog2 lu33,,
工專路,0,工專路,gung53 zhon53 lu33,,
工建路,0,工建路,gung53 gien11 lu33,,
市政北一路,0,市政北一路,shi33 zhin11 bed5 rhid5 lu33,,
市政路,0,市政路,shi33 zhin11 lu33,,
師大路,0,師大路,sii53 tai33 lu33,,
平東路,0,平東路,pin55 dung53 lu33,,
平等街,0,平等街,pin55 den24 gai53,,
平等路,0,平等路,pin55 den24 lu33,,
康樂路,0,康樂路,kong53 log2 lu33,,
康莊路,0,康莊路,kong53 zong53 lu33,,
廣明街,0,廣明街,gong24 min55 gai53,,
廣興街,0,廣興街,gong24 hin53 gai53,,
廣興路,0,廣興路,gong24 hin53 lu33,,
廣西路,0,廣西路,gong24 si53 lu33,,
延平南路,0,延平南路,rhan55 pin55 nam55 lu33,,
建中街,0,建中街,gien11 zhung53 gai53,,
建功一路,0,建功一路,gien11 gung53 rhid5 lu33,,
建國三路,0,建國三路,gien11 gued5 sam53 lu33,,
建國二路,0,建國二路,gien11 gued5 ngi33 lu33,,
建工路,0,建工路,gien11 gung53 lu33,,
建德路,0,建德路,gien11 ded5 lu33,,
建興街,0,建興街,gien11 hin53 gai53,,
彌陀路,0,彌陀路,mi55 to55 lu33,,
彰員路,0,彰員路,zhong53 rhan55 lu33,,
後港一路,0,後港一路,heu33 gong24 rhid5 lu33,,
得和路,0,得和路,ded5 fo55 lu33,,
復國一路,0,復國一路,fug2 gued5 rhid5 lu33,,
復旦路,0,復旦路,fug2 dan11 lu33,,
復興一路,0,復興一路,fug2 hin53 rhid5 lu33,,
復興三路,0,復興三路,fug2 hin53 sam53 lu33,,
德光路,0,德光路,ded5 gong53 lu33,,
德惠街,0,德惠街,ded5 fui33 gai53,,
德明路,0,德明路,ded5 min55 lu33,,
德賢路,0,德賢路,ded5 hien55 lu33,,
德陽路,0,德陽路,ded5 rhong55 lu33,,
忠三街,0,忠三街,zhung53 sam53 gai53,,
忠勇街,0,忠勇街,zhung53 rhung24 gai53,,
忠勇路,0,忠勇路,zhung53 rhung24 lu33,,
忠順街,0,忠順街,zhung53 shun33 gai53,,
惠安街,0,惠安街,fui33 on53 gai53,,
惠民路,0,惠民路,fui33 min55 lu33,,
愛國路,0,愛國路,oi11 gued5 lu33,,
慈文路,0,慈文路,cii55 vun55 lu33,,
慈雲路,0,慈雲路,cii55 rhun55 lu33,,
成功東路,0,成功東路,shin55 gung53 dung53 lu33,,
成福路,0,成福路,shin55 fug5 lu33,,
成都路,0,成都路,shin55 du53 lu33,,
指南路,0,指南路,zhi24 nam55 lu33,,
捷運路,0,捷運路,ciab2 rhun33 lu33,,
撫遠街,0,撫遠街,fu24 rhan24 gai53,,
敬業三路,0,敬業三路,gin11 ngiab2 sam53 lu33,,
文中路,0,文中路,vun55 zhung53 lu33,,
文信路,0,文信路,vun55 sin11 lu33,,
文化南路,0,文化南路,vun55 fa11 nam55 lu33,,
文學路,0,文學路,vun55 hog2 lu33,,
文心南路,0,文心南路,vun55 sim53 nam55 lu33,,
文忠路,0,文忠路,vun55 zhung53 lu33,,
文明路,0,文明路,vun55 min55 lu33,,
文林北路,0,文林北路,vun55 lim55 bed5 lu33,,
文湖街,0,文湖街,vun55 fu55 gai53,,
文聖街,0,文聖街,vun55 shin11 gai53,,
文自路,0,文自路,vun55 cii33 lu33,,
文興路,0,文興路,vun55 hin53 lu33,,
文衡路,0,文衡路,vun55 fen55 lu33,,
文雅街,0,文雅街,vun55 nga24 gai53,,
斗中路,0,斗中路,deu24 zhung53 lu33,,
新中北路,0,新中北路,sin53 zhung53 bed5 lu33,,
新五路,0,新五路,sin53 ng24 lu33,,
新仁路,0,新仁路,sin53 rhin55 lu33,,
新南路,0,新南路,sin53 nam55 lu33,,
新和街,0,新和街,sin53 fo55 gai53,,
新市二路,0,新市二路,sin53 shi33 ngi33 lu33,,
新市五路,0,新市五路,sin53 shi33 ng24 lu33,,
新平路,0,新平路,sin53 pin55 lu33,,
新庄路,0,新庄路,sin53 zong53 lu33,,
新建路,0,新建路,sin53 gien11 lu33,,
新莊一路,0,新莊一路,sin53 zong53 rhid5 lu33,,
新農街,0,新農街,sin53 nung55 gai53,,
日新街,0,日新街,ngid5 sin53 gai53,,
昆明街,0,昆明街,kun53 min55 gai53,,
昌平街,0,昌平街,chong53 pin55 gai53,,
明峰街,0,明峰街,min55 fung53 gai53,,
明興路,0,明興路,min55 hin53 lu33,,
明華路,0,明華路,min55 fa55 lu33,,
景德街,0,景德街,gin24 ded5 gai53,,
景福街,0,景福街,gin24 fug5 gai53,,
景華街,0,景華街,gin24 fa55 gai53,,
更生北路,0,更生北路,gien53 sang53 bed5 lu33,,
月眉路,0,月眉路,ngied2 mi55 lu33,,
朝陽街,0,朝陽街,zhau53 rhong55 gai53,,
本原街,0,本原街,bun24 ngien55 gai53,,
東信路,0,東信路,dung53 sin11 lu33,,
東勇街,0,東勇街,dung53 rhung24 gai53,,
東南街,0,東南街,dung53 nam55 gai53,,
東園街,0,東園街,dung53 rhan55 gai53,,
東安路,0,東安路,dung53 on53 lu33,,
東崎路,0,東崎路,dung53 gia11 lu33,,
東平路,0,東平路,dung53 pin55 lu33,,
東明街,0,東明街,dung53 min55 gai53,,
東榮路,0,東榮路,dung53 rhung55 lu33,,
東華街,0,東華街,dung53 fa55 gai53,,
東蘭路,0,東蘭路,dung53 lan55 lu33,,
東豐路,0,東豐路,dung53 fung53 lu33,,
松仁路,0,松仁路,ciung55 rhin55 lu33,,
松德路,0,松德路,ciung55 ded5 lu33,,
松柏街,0,松柏街,ciung55 bag5 gai53,,
林口街,0,林口街,lim55 kieu24 gai53,,
林森一路,0,林森一路,lim55 sem53 rhid5 lu33,,
果峰街,0,果峰街,go24 fung53 gai53,,
桂林路,0,桂林路,gui11 lim55 lu33,,
梅川東路,0,梅川東路,moi55 chon53 dung53 lu33,,
梅川西路,0,梅川西路,moi55 chon53 si53 lu33,,
梅獅路,0,梅獅路,moi55 sii53 lu33,,
楊湖路,0,楊湖路,rhong55 fu55 lu33,,
楠梓路,0,楠梓路,nam55 zii24 lu33,,
榮總路,0,榮總路,rhung55 zung24 lu33,,
榮華街,0,榮華街,rhung55 fa55 gai53,,
樂利二街,0,樂利二街,log2 li33 ngi33 gai53,,
樂群路,0,樂群路,log2 kiun55 lu33,,
樹仁三街,0,樹仁三街,shu33 rhin55 sam53 gai53,,
樹孝路,0,樹孝路,shu33 hau11 lu33,,
機場北路,0,機場北路,gi53 chong55 bed5 lu33,,
正信路,0,正信路,zhin11 sin11 lu33,,
正義街,0,正義街,zhin11 ngi33 gai53,,
武嶺街,0,武嶺街,vu24 liang53 gai53,,
武廟路,0,武廟路,vu24 miau33 lu33,,
武昌街,0,武昌街,vu24 chong53 gai53,,
武營路,0,武營路,vu24 rhang55 lu33,,
民利街,0,民利街,min55 li33 gai53,,
民安街,0,民安街,min55 on53 gai53,,
民富街,0,民富街,min55 fu11 gai53,,
民族東路,0,民族東路,min55 cug2 dung53 lu33,,
民族西路,0,民族西路,min55 cug2 si53 lu33,,
民有路,0,民有路,min55 rhiu53 lu33,,
民權二路,0,民權二路,min55 kien55 ngi33 lu33,,
民生西路,0,民生西路,min55 sen53 si53 lu33,,
民義路,0,民義路,min55 ngi33 lu33,,
永利路,0,永利路,rhun24 li33 lu33,,
永和街,0,永和街,rhun24 fo55 gai53,,
永大路,0,永大路,rhun24 tai33 lu33,,
永安南路,0,永安南路,rhun24 on53 nam55 lu33,,
永康路,0,永康路,rhun24 kong53 lu33,,
永昌街,0,永昌街,rhun24 chong53 gai53,,
永樂路,0,永樂路,rhun24 log2 lu33,,
永美路,0,永美路,rhun24 mui53 lu33,,
永興街,0,永興街,rhun24 hin53 gai53,,
永芳路,0,永芳路,rhun24 fong53 lu33,,
永順街,0,永順街,rhun24 shun33 gai53,,
江南街,0,江南街,gong53 nam55 gai53,,
河堤路,0,河堤路,ho55 ti55 lu33,,
河邊北街,0,河邊北街,ho55 bien53 bed5 gai53,,
泉源路,0,泉源路,can55 ngien55 lu33,,
泰和路,0,泰和路,tai11 fo55 lu33,,
泰山路,0,泰山路,tai11 san53 lu33,,
泰順街,0,泰順街,tai11 shun33 gai53,,
洛陽街,0,洛陽街,log2 rhong55 gai53,,
浮圳路,0,浮圳路,po55 zhun11 lu33,,
海功路,0,海功路,hoi24 gung53 lu33,,
海安路,0,海安路,hoi24 on53 lu33,,
海濱路,0,海濱路,hoi24 bin53 lu33,,
淡海路,0,淡海路,tam33 hoi24 lu33,,
深溪路,0,深溪路,chim53 hai53 lu33,,
港墘路,0,港墘路,gong24 kien55 lu33,,
湧光路,0,湧光路,rhung24 gong53 lu33,,
湳雅街,0,湳雅街,nam11 nga24 gai53,,
溪園路,0,溪園路,hai53 rhan55 lu33,,
溫州街,0,溫州街,vun53 zhiu53 gai53,,
漢生西路,0,漢生西路,hon11 sen53 si53 lu33,,
潭興路,0,潭興路,tam55 hin53 lu33,,
澄清路,0,澄清路,chin55 cin53 lu33,,
瀋陽路,0,瀋陽路,chim24 rhong55 lu33,,
灣裡路,0,灣裡路,van53 li53 lu33,,
牛埔路,0,牛埔路,ngiu55 bu53 lu33,,
玉山路,0,玉山路,ngiug2 san53 lu33,,
玉成街,0,玉成街,ngiug2 shin55 gai53,,
瑞興路,0,瑞興路,sui11 hin53 lu33,,
瑞隆路,0,瑞隆路,sui11 lung55 lu33,,
環中路,0,環中路,kuan55 zhung53 lu33,,
環北路,0,環北路,kuan55 bed5 lu33,,
環河東路,0,環河東路,kuan55  ho55 dung53 lu33,,
環河路,0,環河路,kuan55 ho55 lu33,,
環西路,0,環西路,kuan55 si53 lu33,,
瓊林路,0,瓊林路,kiung55 lim55 lu33,,
登林路,0,登林路,den53 lim55 lu33,,
益民路,0,益民路,rhid5 min55 lu33,,
知行路,0,知行路,zhi11 hang55 lu33,,
碧山路,0,碧山路,bid5 san53 lu33,,
礁溪路,0,礁溪路,ziau53 hai53 lu33,,
社中街,0,社中街,sha33 zhung53 gai53,,
社子街,0,社仔街,sha33 er55 gai53,,
社皮路,0,社皮路,sha33 pi55 lu33,,
神林南路,0,神林南路,shin55 lim55 nam55 lu33,,
神林路,0,神林路,shin55 lim55 lu33,,
祥豐街,0,祥豐街,siong55 fung53 gai53,,
福安街,0,福安街,fug5 on53 gai53,,
福安路,0,福安路,fug5 on53 lu33,,
福山街,0,福山街,fug5 san53 gai53,,
福建街,0,福建街,fug5 gien11 gai53,,
福樂街,0,福樂街,fug5 log2 gai53,,
福港街,0,福港街,fug5 gong24 gai53,,
福潭路,0,福潭路,fug5 tam55 lu33,,
福祥街,0,福祥街,fug5 siong55 gai53,,
福祥路,0,福祥路,fug5 siong55 lu33,,
福科路,0,福科路,fug5 ko53 lu33,,
福美街,0,福美街,fug5 mui53 gai53,,
福聯街,0,福聯街,fug5 lien55 gai53,,
秀山路,0,秀山路,siu11 san53 lu33,,
秀明路,0,秀明路,siu11 min55 lu33,,
稻香路,0,稻香路,to33 hiong53 lu33,,
立德路,0,立德路,lib2 ded5 lu33,,
立農街,0,立農街,lib2 nung55 gai53,,
竹光路,0,竹光路,zhug5 gong53 lu33,,
精誠路,0,精誠路,zin53 shin55 lu33,,
經武路,0,經武路,gin53 vu24 lu33,,
美山路,0,美山路,mui53 san53 lu33,,
美術東四路,0,美術東四路,mui53 sud2 dung53 si11 lu33,,
義民路,0,義民路,ngi33 min55 lu33,,
育仁路,0,育仁路,rhug2 rhin55 lu33,,
育德路,0,育德路,rhug2 ded5 lu33,,
育樂街,0,育樂街,rhug2 log2 gai53,,
育樂路,0,育樂路,rhug2 log2 lu33,,
臥龍街,0,臥龍街,ngo11 liung55 gai53,,
臨沂街,0,臨沂街,lim55 ngi55 gai53,,
自強一路,0,自強一路,cii33 kiong55 rhid5 lu33,,
自強南路,0,自強南路,cii33 kiong55 nam55 lu33,,
自治街,0,自治街,cii33 chi33 gai53,,
致遠一路,0,致遠一路,zhi11 rhan24 rhid5 lu33,,
興中街,0,興中街,hin53 zhung53 gai53,,
興中路,0,興中路,hin53 zhung53 lu33,,
興南街,0,興南街,hin53 nam55 gai53,,
興安街,0,興安街,hin53 on53 gai53,,
興東路,0,興東路,hin53 dung53 lu33,,
興楠路,0,興楠路,hin53 nam55 lu33,,
興華街,0,興華街,hin53 fa55 gai53,,
興豐路,0,興豐路,hin53 fung53 lu33,,
興農路,0,興農路,hin53 nung55 lu33,,
興隆街,0,興隆街,hin53 lung55 gai53,,
舊莊街,0,舊莊街,kiu33 zong53 gai53,,
芬草路,0,芬草路,fun53 co24 lu33,,
英士路,0,英士路,rhin53 sii33 lu33,,
英才路,0,英才路,rhin53 coi55 lu33,,
華勛街,0,華勛街,fa55 hiun53 gai53,,
華夏路,0,華夏路,fa55 ha33 lu33,,
華山路,0,華山路,fa55 san53 lu33,,
華盛街,0,華盛街,fa55 shin11 gai53,,
華美街,0,華美街,fa55 mui53 gai53,,
華美西街,0,華美西街,fa55 mui53 si53 gai53,,
萬年路,0,萬年路,van33 ngien55 lu33,,
虎山路,0,虎山路,fu24 san53 lu33,,
行善路,0,行善路,hang55 shan33 lu33,,
行義路,0,行義路,hang55 ngi33 lu33,,
裕豐街,0,裕豐街,rhi11 fung53 gai53,,
西大路,0,西大路,si53 tai33 lu33,,
西安路,0,西安路,si53 on53 lu33,,
西定路,0,西定路,si53 tin33 lu33,,
西寧南路,0,西寧南路,si53 nen55 nam55 lu33,,
西平路,0,西平路,si53 pin55 lu33,,
西藏路,0,西藏路,si53 cong33 lu33,,
西雲路,0,西雲路,si53 rhun55 lu33,,
覺民路,0,覺民路,gog5 min55 lu33,,
豐原大道,0,豐原大道,fung53 ngien55 tai33 to33,,
豐年街,0,豐年街,fung53 ngien55 gai53,,
豐年路,0,豐年路,fung53 ngien55 lu33,,
豐德路,0,豐德路,fung53 ded5 lu33,,
豐洲路,0,豐洲路,fung53 zhiu53 lu33,,
豫溪街,0,豫溪街,rhi33 hai53 gai53,,
車路頭街,0,車路頭街,cha53 lu33 teu55 gai53,,
農權路,0,農權路,nung55 kien55 lu33,,
連勝街,0,連勝街,lien55 shin11 gai53,,
進學路,0,進學路,zin11 hog2 lu33,,
過港路,0,過港路,go11 gong24 lu33,,
達觀路,0,達觀路,tad2 gon53 lu33,,
遠東街,0,遠東街,rhan24 dung53 gai53,,
遼寧路,0,遼寧路,liau55 nen55 lu33,,
郡安路,0,郡安路,kiun55 on53 lu33,,
鄧公路,0,鄧公路,ten33 gung53 lu33,,
重慶街,0,重慶街,chiung55 kin11 gai53,,
金山南路,0,金山南路,gim53 san53 nam55 lu33,,
金山街,0,金山街,gim53 san53 gai53,,
金山路,0,金山路,gim53 san53 lu33,,
金湖路,0,金湖路,gim53 fu55 lu33,,
金馬路,0,金馬路,gim53 ma53 lu33,,
鎮南路,0,鎮南路,zhin24 nam55 lu33,,
鐵道路,0,鐵道路,tied5 to33 lu33,,
長和路,0,長和路,chong55 fo55 lu33,,
長壽街,0,長壽街,chong55 shiu33 gai53,,
長壽路,0,長壽路,chong55 shiu33 lu33,,
長安西路,0,長安西路,chong55 on53 si53 lu33,,
長江街,0,長江街,chong55 gong53 gai53,,
長沙街,0,長沙街,chong55 sa53 gai53,,
長溪路,0,長溪路,chong55 hai53 lu33,,
開封街,0,開封街,koi53 fung53 gai53,,
關新路,0,關新路,guan53 sin53 lu33,,
陽光街,0,陽光街,rhong55 gong53 gai53,,
陽明街,0,陽明街,rhong55 min55 gai53,,
陽明路,0,陽明路,rhong55 min55 lu33,,
雅潭路,0,雅潭路,nga24 tam55 lu33,,
雅環路,0,雅環路,nga24 kuan55  lu33,,
集美街,0,集美街,sib2 mui53 gai53,,
雙園街,0,雙園街,sung53 rhan55 gai53,,
雙城街,0,雙城街,sung53 shang55 gai53,,
雲林路,0,雲林路,rhun55 lim55 lu33,,
青山路,0,青山路,ciang53 san53 lu33,,
青島路,0,青島路,ciang53 do24 lu33,,
青田街,0,青田街,ciang53 tien55 gai53,,
頂崁街,0,頂崁街,dang24 kam11 gai53,,
領航北路,0,領航北路,liang53 hong55 bed5 lu33,,
領航南路,0,領航南路,liang53 hong55 nam55 lu33,,
食品路,0,食品路,shid2 pin24 lu33,,
高美路,0,高美路,go53 mui53 lu33,,
高鐵南路,0,高鐵南路,go53 tied5 nam55 lu33,,
鳳仁路,0,鳳仁路,fung33 rhin55 lu33,,
鳳林一路,0,鳳林一路,fung33 lim55 rhid5 lu33,,
鳳林三路,0,鳳林三路,fung33 lim55 sam53 lu33,,
鳳林路,0,鳳林路,fung33 lim55 lu33,,
鹿草路,0,鹿草路,lug2 co24 lu33,,
麗山街,0,麗山街,li55 san53 gai53,,
鼎中路,0,鼎中路,din24 zhung53 lu33,,
鼓山三路,0,鼓山三路,gu24 san53 sam53 lu33,,
鼓山二路,0,鼓山二路,gu24 san53 ngi33 lu33,,
龍山街,0,龍山街,liung55 san53 gai53,,
龍山路,0,龍山路,liung55 san53 lu33,,
龍德路,0,龍德路,liung55 ded5 lu33,,
龍東路,0,龍東路,liung55 dung53 lu33,,
龍興街,0,龍興街,liung55 hin53 gai53,,
龍門路,0,龍門路,liung55 mun55 lu33,,
七賢三路,0,七賢三路,cid5 hien55 sam53 lu33,,
三俊街,0,三俊街,sam53 zun11 gai53,,
三合街,0,三合街,sam53 hab2 gai53,,
三多三路,0,三多三路,sam53 do53 sam53 lu33,,
三多二路,0,三多二路,sam53 do53 ngi33 lu33,,
三多路,0,三多路,sam53 do53 lu33,,
三榮路,0,三榮路,sam53 rhung55 lu33,,
三樹路,0,三樹路,sam53 shu33 lu33,,
三民西路,0,三民西路,sam53 min55 si53 lu33,,
三陽路,0,三陽路,sam53 rhong55 lu33,,
上安路,0,上安路,shong33 on53 lu33,,
世界街,0,世界街,she11 gai11 gai53,,
中坡南路,0,中陂南路,zhung53 bi53 nam55 lu33,,中陂南路（備註是教育部的來源資料中備註的客語建議用字，保留給老師參考，如決定不採用可刪除）
中埔二街,0,中埔二街,zhung53 bu53 ngi33 gai53,,
中央街,0,中央街,zhung53 rhong53 gai53,,
中央西路,0,中央西路,zhung53 rhong53 si53 lu33,,
中安街,0,中安街,zhung53 on53 gai53,,
中安路,0,中安路,zhung53 on53 lu33,,
中崙路,0,中崙路,zhung53 lun55 lu33,,
中庸街,0,中庸街,zhung53 rhung53 gai53,,
中榮街,0,中榮街,zhung53 rhung55 gai53,,
中正四路,0,中正四路,zhung53 zhin11 si11 lu33,,
中正街,0,中正街,zhung53 zhin11 gai53,,
中民路,0,中民路,zhung53 min55 lu33,,
中泰街,0,中泰街,zhung53 tai11 gai53,,
中洲路,0,中洲路,zhung53 zhiu53 lu33,,
中興北街,0,中興北街,zhung53 hin53 bed5 gai53,,
中船路,0,中船路,zhung53 shon55 lu33,,
中華三路,0,中華三路,zhung53 fa55 sam53 lu33,,
中華北路,0,中華北路,zhung53 fa55 bed5 lu33,,
中華四路,0,中華四路,zhung53 fa55 si11 lu33,,
久昌街,0,久昌街,giu24 chong53 gai53,,
九芎街,0,九芎街,giu24 giung53 gai53,,
二鬮路,0,二鬮路,ngi33 kieu53 lu33,,
五權五街,0,五權五街,ng24 kien55 ng24 gai53,,
五甲一路,0,五甲一路,ng24 gab5 rhid5 lu33,,
五福一路,0,五福一路,ng24 fug5 rhid5 lu33,,
五福二路,0,五福二路,ng24 fug5 ngi33 lu33,,
五結中路,0,五結中路,ng24 gied5 zhung53 lu33,,
仁一路,0,仁一路,rhin55 rhid5 lu33,,
仁化路,0,仁化路,rhin55 fa11 lu33,,
仁政街,0,仁政街,rhin55 zhin11 gai53,,
仁美街,0,仁美街,rhin55 mui53 gai53,,
仙岩路,0,仙岩路,sien53 ngam55 lu33,,
保儀路,0,保儀路,bo24 ngi55 lu33,,
保泰路,0,保泰路,bo24 tai11 lu33,,
健康三街,0,健康三街,kien33 kong53 sam53 gai53,,
光明九路,0,光明九路,gong53 min55 giu24 lu33,,
光正街,0,光正街,gong53 zhin11 gai53,,
光華一路,0,光華一路,gong53 fa55 rhid5 lu33,,
光華二路,0,光華二路,gong53 fa55 ngi33 lu33,,
光輝路,0,光輝路,gong53 fui53 lu33,,
內厝路,0,內屋路,nui33 vug5 lu33,,內屋路
內江街,0,內江街,nui33 gong53 gai53,,
全興路,0,全興路,cion55 hin53 lu33,,
八勢路,0,八勢路,bad5 she11 lu33,,
公園西路,0,公園西路,gung53 rhan55 si53 lu33,,
公正街,0,公正街,gung53 zhin11 gai53,,
公裕街,0,公裕街,gung53 rhi11 gai53,,
六合一路,0,六合一路,liug5 hab2 rhid5 lu33,,
六合二路,0,六合二路,liug5 hab2 ngi33 lu33,,
六合路,0,六合路,liug5 hab2 lu33,,
六家五路,0,六家五路,liug5 ga53 ng24 lu33,,
六張街,0,六張街,liug5 zhong53 gai53,,
凱旋三路,0,凱旋三路,koi24 sien55 sam53 lu33,,
劉銘傳路,0,劉銘傳路,liu55 men24 chon55 lu33,,
勝利八街,0,勝利八街,shin11 li33 bad5 gai53,,
北勢東路,0,北勢東路,bed5 she11 dung53 lu33,,
十甲路,0,十甲路,shib2 gab5 lu33,,
千歲街,0,千歲街,cien53 soi11 gai53,,
南上路,0,南上路,nam55 shong33 lu33,,
南台路,0,南台路,nam55 toi55 lu33,,
南園二路,0,南園二路,nam55 rhan55 ngi33 lu33,,
南園街,0,南園街,nam55 rhan55 gai53,,
南寧路,0,南寧路,nam55 nen55 lu33,,
南新街,0,南新街,nam55 sin53 gai53,,
南灣路,0,南灣路,nam55 van53 lu33,,
南營路,0,南營路,nam55 rhang55 lu33,,
南竹路,0,南竹路,nam55 zhug5 lu33,,
南郭路,0,南郭路,nam55 gog5 lu33,,
南雅東路,0,南雅東路,nam55 nga24 dung53 lu33,,
博愛四路,0,博愛四路,bog5 oi11 si11 lu33,,
友愛路,0,友愛路,rhiu53 oi11 lu33,,
古松西巷,0,古松西巷,gu24 ciung55 si53 hong33,,
台中路,0,台中路,toi55 zhung53 lu33,,
合宜一路,0,合宜一路,hab2 ngi55 rhid5 lu33,,
合宜路,0,合宜路,hab2 ngi55 lu33,,
吉安街,0,吉安街,gid5 on53 gai53,,
吉安路,0,吉安路,gid5 on53 lu33,,
吉祥路,0,吉祥路,gid5 siong55 lu33,,
名松路,0,名松路,miang55 ciung55 lu33,,
向上南路,0,向上南路,hiong11 shong33 nam55 lu33,,
吳鳳路,0,吳鳳路,ng55 fung33 lu33,,
和平二路,0,和平二路,fo55 pin55 ngi33 lu33,,
和江街,0,和江街,fo55 gong53 gai53,,
和生路,0,和生路,fo55 sen53 lu33,,
員大路,0,員大路,rhan55 tai33 lu33,,
啓智街,0,啓智街,ki24 zhi11 gai53,,
喜樹路,0,喜樹路,hi24 shu33 lu33,,
四平街,0,四平街,si11 pin55 gai53,,
四平路,0,四平路,si11 pin55 lu33,,
四德路,0,四德路,si11 ded5 lu33,,
四維二路,0,四維二路,si11 vui55 ngi33 lu33,,
